tipo,bairro,area,quartos,banheiros,vagas,condominio,preco
Apartamento,Papicu,107,4,3,2,0.0,419000.0
Apartamento,Monte Castelo,64,3,2,2,514.0,375000.0
Apartamento,Parangaba,48,2,2,1,0.0,324000.0
Apartamento,Monte Castelo,64,3,2,2,425.0,410000.0
Apartamento,Meireles,74,2,2,1,1004.0,1250000.0
Apartamento,Parque Dois Irmãos,59,3,2,1,466.0,310000.0
Apartamento,Cocó,105,3,2,3,111.0,970000.0
Apartamento,Meireles,550,4,6,5,0.0,11000000.0
Apartamento,Guararapes,78,3,2,2,505.0,799900.0
Apartamento,Engenheiro Luciano Cavalcante,68,3,2,2,900.0,295000.0
Apartamento,Aldeota,98,3,4,2,900.0,1370000.0
Apartamento,Aldeota,132,3,4,2,1500.0,700000.0
Apartamento,Centro,55,2,2,1,280.0,485000.0
Apartamento,Mondubim,60,3,2,1,0.0,249000.0
Apartamento,Guararapes,109,3,4,2,850.0,1099000.0
Apartamento,Papicu,100,2,3,1,690.0,340000.0
Apartamento,Engenheiro Luciano Cavalcante,78,3,3,2,746.0,750000.0
Apartamento,Jacarecanga,62,3,2,2,509.0,355000.0
Apartamento,Centro,55,2,2,1,350.0,430000.0
Apartamento,Damas,72,3,3,1,352.0,220000.0
Apartamento,Praia do Futuro,60,2,2,1,800.0,580000.0
Apartamento,Passaré,60,3,2,1,370.0,260000.0
Apartamento,Varjota,180,4,5,3,1296.0,1299000.0
Apartamento,Benfica,108,3,2,1,480.0,280000.0
Apartamento,Meireles,3,3,0,5,6750.0,2600000.0
Apartamento,Meireles,355,4,6,5,0.0,5966375.0
Apartamento,Papicu,78,3,3,2,550.0,798000.0
Apartamento,Jóquei Clube,49,2,2,1,0.0,352990.0
Apartamento,Bela Vista,60,2,2,1,355.0,149000.0
Apartamento,Mucuripe,86,2,3,2,1004.0,1200000.0
Apartamento,Mondubim,63,3,2,1,500.0,410000.0
Apartamento,Parque Iracema,70,3,2,2,645.0,595000.0
Apartamento,Papicu,119,3,3,2,751.0,480000.0
Apartamento,Bela Vista,79,3,1,1,390.0,189000.0
Apartamento,Aldeota,220,3,3,3,2350.0,1100000.0
Apartamento,Parquelândia,78,3,3,2,520.0,822000.0
Apartamento,Meireles,271,4,5,5,0.0,4000000.0
Apartamento,Cocó,600,5,7,4,0.0,750000.0
Apartamento,Praia do Futuro II,58,2,2,1,820.0,560000.0
Apartamento,Aldeota,940,3,4,2,1430.0,675000.0
Apartamento,Varjota,122,4,3,2,890.0,420000.0
Apartamento,Messejana,52,2,2,1,0.0,269000.0
Apartamento,Messejana,47,2,2,1,268.0,270000.0
Apartamento,Damas,63,3,2,2,0.0,463699.0
Apartamento,Cajazeiras,80,2,1,2,250.0,150000.0
Apartamento,Montese,72,3,2,1,388.0,220000.0
Apartamento,Jacarecanga,60,2,2,1,350.0,190000.0
Apartamento,Guararapes,82,2,3,2,653.0,780000.0
Apartamento,São Gerardo,85,3,1,2,0.0,720000.0
Apartamento,Joaquim Távora,108,4,4,1,900.0,340000.0
Apartamento,Passaré,48,2,1,1,329.0,179000.0
Apartamento,José de Alencar,56,2,2,1,350.0,180000.0
Apartamento,Maraponga,64,3,2,2,560.0,535000.0
Apartamento,Praia do Futuro,114,4,0,3,370.0,200000.0
Apartamento,Damas,48,2,2,1,0.0,307339.0
Apartamento,Aldeota,106,4,3,3,1300.0,595000.0
Apartamento,Cocó,165,2,4,3,2300.0,1649000.0
Apartamento,Montese,1,1,0,2,500.0,230000.0
Apartamento,Meireles,176,4,5,2,1600.0,700000.0
Apartamento,Meireles,163,4,6,3,0.0,2740000.0
Apartamento,Joaquim Távora,74,3,2,1,450.0,230000.0
Apartamento,Messejana,51,2,2,1,100.0,278000.0
Apartamento,Passaré,0,0,0,0,0.0,269000.0
Apartamento,Prefeito José Walter,1,1,0,1,240.0,130000.0
Apartamento,de Lourdes,2,2,0,2,723.0,880000.0
Apartamento,Papicu,58,2,2,1,370.0,390000.0
Apartamento,Meireles,166,3,4,2,1550.0,880000.0
Apartamento,Álvaro Weyne,47,2,2,1,0.0,240000.0
Apartamento,Aldeota,116,3,2,2,565.0,340000.0
Apartamento,Mucuripe,86,2,2,2,690.0,850000.0
Apartamento,Papicu,117,3,3,1,738.0,590000.0
Apartamento,Engenheiro Luciano Cavalcante,72,2,2,2,680.0,659000.0
Apartamento,Papicu,133,3,3,2,1400.0,320000.0
Apartamento,Amadeu Furtado,58,2,2,1,0.0,298133.0
Apartamento,Meireles,150,3,5,2,1650.0,850000.0
Apartamento,Meireles,1,1,0,1,0.0,495152.0
Apartamento,Papicu,98,3,4,2,599.0,1087000.0
Apartamento,Papicu,147,3,3,2,1074.0,470000.0
Apartamento,São Gerardo,142,4,0,2,800.0,670000.0
Apartamento,Centro,87,2,3,1,732.0,400000.0
Apartamento,Papicu,126,3,2,2,400.0,245000.0
Apartamento,Presidente Kennedy,85,3,2,2,700.0,650000.0
Apartamento,Edson Queiroz,42,2,1,1,340.0,120000.0
Apartamento,Meireles,355,4,5,5,0.0,5930000.0
Apartamento,Parquelândia,3,3,0,4,0.0,1290000.0
Apartamento,Edson Queiroz,148,3,3,2,615.0,655000.0
Apartamento,Aldeota,212,5,6,4,0.0,3849098.0
Apartamento,Cocó,62,2,0,1,0.0,805150.0
Apartamento,Engenheiro Luciano Cavalcante,71,3,2,2,730.0,657000.0
Apartamento,Mucuripe,208,3,5,3,2400.0,2899900.0
Apartamento,Edson Queiroz,271,3,5,3,2000.0,990000.0
Apartamento,Cocó,83,3,3,2,752.0,890000.0
Apartamento,Parque Dois Irmãos,56,2,2,1,260.0,280000.0
Apartamento,Guararapes,90,3,3,2,890.0,849000.0
Apartamento,Cidade 2000,2,2,0,3,800.0,410000.0
Apartamento,Guararapes,90,3,0,3,1100.0,806000.0
Apartamento,Guararapes,209,4,5,4,1600.0,2999000.0
Apartamento,Praia do Futuro II,1,1,0,2,380.0,480000.0
Apartamento,Aldeota,174,3,5,3,0.0,3200000.0
Apartamento,Aldeota,50,2,2,1,500.0,687000.0
Apartamento,Parque Santa Maria,50,2,1,1,225.0,129990.0
Apartamento,Guararapes,90,3,3,2,0.0,1233000.0
Apartamento,Meireles,130,3,4,2,1100.0,649000.0
Apartamento,Vila União,82,3,3,1,500.0,215000.0
Apartamento,Aldeota,91,3,3,2,750.0,875000.0
Apartamento,Praia do Futuro,130,3,3,1,750.0,220000.0
Apartamento,Joaquim Távora,197,3,5,2,1200.0,590000.0
Apartamento,Dunas,145,4,4,3,1400.0,1500000.0
Apartamento,Messejana,3,2,0,1,0.0,391999.0
Apartamento,Aldeota,108,3,3,1,600.0,350000.0
Apartamento,Presidente Kennedy,74,3,2,1,480.0,320000.0
Apartamento,Passaré,64,3,2,2,535.0,430000.0
Apartamento,Meireles,127,3,5,3,950.0,850000.0
Apartamento,Dionisio Torres,1,0,0,0,0.0,700500.0
Apartamento,Papicu,63,2,3,1,677.0,300000.0
Apartamento,Jardim América,62,2,2,2,10.0,748667.0
Apartamento,Aldeota,190,3,3,2,930.0,450000.0
Apartamento,Cocó,130,3,4,2,1200.0,420000.0
Apartamento,Aldeota,117,3,4,2,850.0,1328000.0
Apartamento,Meireles,311,4,4,5,0.0,5500000.0
Apartamento,Meireles,268,4,5,4,3500.0,1900000.0
Apartamento,Meireles,69,2,2,2,600.0,970000.0
Apartamento,José Bonifácio,80,2,0,2,150.0,180000.0
Apartamento,Engenheiro Luciano Cavalcante,121,3,3,2,0.0,1238050.0
Apartamento,Aldeota,65,2,2,1,10.0,535680.0
Apartamento,Cocó,132,3,3,2,1200.0,500000.0
Apartamento,Aldeota,135,3,4,2,1200.0,650000.0
Apartamento,Jóquei Clube,52,2,2,1,440.0,250000.0
Apartamento,Meireles,820,5,6,10,4771.0,14000000.0
Apartamento,Meireles,214,3,4,3,2080.0,1200000.0
Apartamento,Meireles,93,3,3,1,2300.0,789000.0
Apartamento,Mondubim,54,2,1,1,300.0,185000.0
Apartamento,Cocó,128,3,4,2,1280.0,640000.0
Apartamento,Meireles,271,4,4,5,0.0,4130653.0
Apartamento,Aldeota,95,4,3,2,750.0,930000.0
Apartamento,Aldeota,212,4,4,4,0.0,2989000.0
Apartamento,Praia de Iracema,53,2,2,2,730.0,850000.0
Apartamento,Meireles,108,3,2,1,0.0,430000.0
Apartamento,Cocó,111,4,4,3,900.0,1340000.0
Apartamento,Passaré,54,2,2,1,541.0,230000.0
Apartamento,Dias Macedo,45,2,1,1,345.0,185000.0
