tipo,bairro,area,quartos,banheiros,vagas,condominio,preco
Apartamento,Engenheiro Luciano Cavalcante,211,4,6,3,1650.0,848000.0
Apartamento,Aldeota,120,4,2,2,1334.0,405000.0
Casa,Parque Manibura,429,3,3,3,0.0,700000.0
Casa,Papicu,1092,4,6,5,0.0,2200000.0
Cobertura,Praia do Futuro I,340,5,4,6,1400.0,1274000.0
Condomínio,Mondubim,147,5,2,2,0.0,700000.0
Condomínio,Paupina,66,2,2,1,297.0,240000.0
Apartamento,Parreão,52,3,2,2,300.0,280000.0
Prédio inteiro,Montese,155,5,5,0,0.0,800000.0
Apartamento,Meireles,62,2,2,1,1568.0,500000.0
Apartamento,Meireles,84,3,2,1,1300.0,299000.0
Apartamento,Patriolino Ribeiro,143,3,3,4,1847.0,849900.0
Condomínio,Cambeba,313,3,5,4,1000.0,800000.0
Apartamento,Aldeota,189,4,5,2,1670.0,799000.0
Apartamento,Engenheiro Luciano Cavalcante,110,3,4,2,800.0,1050000.0
Apartamento,Dionisio Torres,119,3,4,2,0.0,1500000.0
Apartamento,Papicu,107,4,3,1,850.0,350000.0
Casa,Sapiranga,260,4,4,5,0.0,550000.0
Apartamento,Meireles,53,1,1,1,650.0,360000.0
Casa,Parque Manibura,429,3,3,3,0.0,700000.0
Apartamento,Meireles,62,2,2,1,1568.0,500000.0
Apartamento,Aldeota,158,4,5,2,980.0,700000.0
Apartamento,Meireles,819,5,7,10,4700.0,14000000.0
Apartamento,Parreão,1244,2,1,1,7600.0,3100000.0
Condomínio,Cajazeiras,360,3,1,2,400.0,780000.0
Apartamento,Meireles,238,3,4,2,1600.0,1800000.0
Casa,Benfica,475,4,6,6,0.0,1900000.0
Apartamento,Vicente Pinzon,118,3,4,2,1090.0,430000.0
Apartamento,Montese,85,3,2,1,440.0,260000.0
Apartamento,Parreão,82,3,3,2,459.0,289000.0
Terreno,São João do Tauape,675,0,0,0,0.0,1900000.0
Casa,Manoel Dias Branco,477,5,6,3,0.0,999000.0
Apartamento,Aldeota,64,3,2,1,630.0,560000.0
Apartamento,Papicu,78,2,3,1,0.0,300000.0
Apartamento,Damas,86,3,2,1,300.0,250000.0
Casa,Sapiranga,260,4,4,5,0.0,550000.0
Apartamento,Meireles,58,2,2,1,0.0,940000.0
Apartamento,Meireles,26,1,1,1,484.0,460000.0
Apartamento,Papicu,117,3,3,1,883.0,300000.0
Casa,Joaquim Távora,396,7,7,3,0.0,989000.0
Casa,Lagoa Redonda,166,3,3,2,0.0,450000.0
Salas,Aldeota,36,1,1,0,700.0,820000.0
Apartamento,Meireles,26,1,1,1,484.0,460000.0
Terreno,São João do Tauape,675,0,0,0,0.0,1900000.0
Apartamento,Joaquim Távora,91,3,2,1,802.0,265000.0
Casa,Montese,377,5,5,7,0.0,950000.0
Terreno,Praia de Iracema,156,0,0,0,0.0,360000.0
Apartamento,Joaquim Távora,197,3,5,2,1200.0,590000.0
Apartamento,Meireles,87,3,3,1,800.0,290000.0
Salas,Dionisio Torres,34,1,1,0,440.0,520000.0
Casa,Monte Castelo,196,3,5,2,0.0,770000.0
Apartamento,Mucuripe,57,2,2,1,1280.0,500000.0
Casa,Cidade dos Funcionários,156,2,3,2,0.0,420000.0
Casa,Monte Castelo,166,3,2,1,0.0,500000.0
Apartamento,Mucuripe,53,2,2,2,0.0,840000.0
Apartamento,Messejana,74,3,2,1,835.0,290000.0
Casa,Boa Vista,106,3,2,2,0.0,350000.0
Apartamento,Mondubim,55,3,2,1,307.0,370000.0
Apartamento,Meireles,319,3,4,5,3600.0,2990000.0
Duplex,Aldeota,60,1,1,1,0.0,920000.0
Apartamento,Jacarecanga,48,2,1,1,450.0,265000.0
Apartamento,Meireles,137,4,4,2,1300.0,670000.0
Apartamento,Aldeota,176,4,4,2,1730.0,920000.0
Apartamento,Paupina,41,2,1,1,346.0,180000.0
Apartamento,Centro,55,2,2,1,494.0,430000.0
Apartamento,Antônio Bezerra,107,3,2,2,350.0,300000.0
Apartamento,Paupina,48,3,1,1,350.0,190000.0
Apartamento,Aldeota,123,3,2,1,398.0,450000.0
Salas,Cocó,54,1,2,0,1200.0,850000.0
Terreno,São João do Tauape,675,0,0,0,0.0,1900000.0
Apartamento,Meireles,123,2,2,2,1200.0,580000.0
Apartamento,Papicu,78,2,3,2,680.0,290000.0
Apartamento,Meireles,129,4,3,2,1100.0,650000.0
Apartamento,Cocó,98,3,3,2,804.0,930000.0
Terreno,Praia de Iracema,156,0,0,0,0.0,360000.0
Apartamento,Meireles,312,4,6,4,3400.0,3400000.0
Apartamento,Vicente Pinzon,107,3,2,1,850.0,350000.0
Casa,Edson Queiroz,180,3,4,3,0.0,550000.0
Casa,Fátima,239,8,8,7,0.0,1800000.0
Condomínio,Maraponga,141,4,4,1,380.0,590000.0
Casa,Cidade dos Funcionários,156,2,3,2,0.0,420000.0
Casa,Monte Castelo,166,3,2,1,0.0,500000.0
Apartamento,de Lourdes,61,2,2,2,500.0,489000.0
Apartamento,Mucuripe,53,2,2,2,0.0,840000.0
Casa,Boa Vista,106,3,2,2,0.0,350000.0
Sobrado,Lagoa Redonda,4035,4,5,10,0.0,850000.0
Casa,São Bento,162,3,3,3,0.0,370000.0
Duplex,Aldeota,60,1,1,1,0.0,920000.0
Loja,Aldeota,51,0,0,0,4000.0,300000.0
Sobrado,Lagoa Redonda,4035,4,5,10,0.0,850000.0
Salas,Aldeota,36,1,1,0,851.0,890000.0
Casa,Pici,194,3,3,1,0.0,650000.0
Terreno,de Lourdes,390,6,7,4,0.0,2450000.0
Apartamento,Aldeota,38,1,1,1,0.0,650000.0
Apartamento,Manoel Dias Branco,116,4,3,2,994.0,1450000.0
Condomínio,Manoel Dias Branco,137,3,4,3,700.0,480000.0
Apartamento,Dionisio Torres,50,2,2,1,522.0,700000.0
Salas,Meireles,35,1,0,0,620.0,298000.0
Apartamento,Damas,80,3,2,1,510.0,250000.0
Casa,Sapiranga,360,3,3,6,0.0,450000.0
Casa,São Bento,200,3,3,2,0.0,385000.0
Casa,Benfica,301,3,4,3,0.0,350000.0
Apartamento,Joaquim Távora,110,3,4,4,0.0,916897.0
Apartamento,Fátima,109,3,3,1,738.0,230000.0
Apartamento,Antônio Bezerra,107,3,2,2,350.0,300000.0
Casa,Vicente Pinzon,435,6,8,4,0.0,1350000.0
Apartamento,Paupina,48,3,1,1,350.0,190000.0
Casa,Vila União,250,4,3,4,0.0,495000.0
Terreno,Parque Manibura,369,0,0,0,0.0,900000.0
Apartamento,Aldeota,123,3,2,1,398.0,450000.0
Casa,Cocó,300,3,4,5,0.0,840000.0
Terreno,Joaquim Távora,2904,0,0,0,0.0,12196800.0
Apartamento,Joaquim Távora,78,3,3,2,0.0,954660.0
Apartamento,de Lourdes,61,2,2,2,500.0,489000.0
Casa,Edson Queiroz,180,3,4,3,0.0,550000.0
Apartamento,Montese,69,3,2,1,540.0,210000.0
Apartamento,Praia do Futuro I,134,3,3,1,650.0,236000.0
Casa,Parque Manibura,280,3,3,4,0.0,900000.0
Casa,Vila União,324,5,3,6,0.0,750000.0
Condomínio,Maraponga,141,4,4,1,380.0,590000.0
Salas,Centro,25,1,0,0,500.0,70000.0
Salas,Meireles,36,1,1,0,695.0,540000.0
Apartamento,Meireles,39,1,0,0,0.0,610000.0
Casa,Damas,1140,4,5,5,0.0,1450000.0
Terreno,Aldeota,1155,0,0,0,0.0,3200000.0
Casa,Centro,143,2,0,0,0.0,480000.0
Terreno,Lagoa Redonda,1761,0,0,0,0.0,1761000.0
Galpão,Passaré,1752,1,5,0,0.0,2800000.0
Terreno,Praia do Futuro I,1950,0,0,0,0.0,1560000.0
Condomínio,Praia do Futuro ||,280,3,3,4,0.0,4300000.0
Loteamento,Engenheiro Luciano Cavalcante,503,0,0,0,0.0,600000.0
Apartamento,Aldeota,39,1,1,1,0.0,445000.0
Salas,Cocó,27,1,1,0,510.0,300000.0
Loteamento,Engenheiro Luciano Cavalcante,503,0,0,0,0.0,600000.0
Terreno,Engenheiro Luciano Cavalcante,910,0,0,0,0.0,1500000.0
Prédio inteiro,Montese,155,5,5,0,0.0,800000.0
Terreno,Parangaba,429,0,0,0,0.0,500000.0
Terreno,Aracapé,528,0,0,0,0.0,450000.0
Salas,Aldeota,36,1,1,0,700.0,820000.0
Apartamento,Meireles,193,3,4,2,1400.0,800000.0
Loja,Aldeota,51,0,0,0,4000.0,300000.0
Salas,Aldeota,36,1,1,0,851.0,890000.0
Apartamento,Meireles,192,3,2,2,1500.0,800000.0
Salas,Meireles,35,1,0,0,620.0,298000.0
Apartamento,Monte Castelo,94,3,3,1,590.0,260000.0
Salas,Dionisio Torres,34,1,1,0,440.0,520000.0
Salas,Centro,25,1,0,0,500.0,70000.0
Sobrado,de Lourdes,800,4,5,4,0.0,2990000.0
Salas,Cocó,27,1,1,0,510.0,300000.0
Salas,Centro,76,1,0,0,590.0,220000.0
