tipo,bairro,area,quartos,banheiros,vagas,condominio,preco
Casa,Cajazeiras,100,2,2,2,0.0,310000.0
Casa,Bom Futuro,419,3,0,3,100.0,1000000.0
Casa,Jóquei Clube,120,3,3,2,0.0,399000.0
Casa,Cidade dos Funcionários,125,3,4,8,0.0,770000.0
Casa,de Lourdes,775,5,5,6,300.0,2300000.0
Casa,São Bento,108,3,3,2,0.0,430000.0
Casa,Parquelândia,231,7,6,2,300.0,850000.0
Casa,Itaperi,90,3,2,2,585.0,395000.0
Casa,Prefeito José Walter,150,4,2,2,0.0,215000.0
Casa,Conjunto Esperança,85,2,2,1,777.0,280000.0
Casa,Dionisio Torres,300,4,5,3,0.0,750000.0
Casa,Antônio Bezerra,202,3,1,1,0.0,290000.0
Casa,Presidente Kennedy,150,3,0,2,0.0,415000.0
Casa,Fátima,385,6,3,5,0.0,790000.0
Casa,Engenheiro Luciano Cavalcante,2,8,8,4,0.0,980000.0
Casa,Cidade dos Funcionários,652,7,6,6,0.0,1999000.0
Casa,São João do Tauape,588,4,6,4,2555.0,2500000.0
Casa,Edson Queiroz,140,3,0,0,0.0,600000.0
Casa,Parquelândia,110,2,0,2,0.0,270000.0
Casa,Papicu,225,2,2,1,0.0,520000.0
Casa,Sapiranga,141,3,4,4,0.0,850000.0
Casa,Prefeito José Walter,200,3,1,1,70.0,300000.0
Casa,Barroso,76,3,3,2,350.0,299000.0
Casa,Monte Castelo,224,4,4,4,0.0,649000.0
Casa,Sapiranga,174,3,3,4,0.0,500000.0
Casa,Fátima,180,3,2,3,0.0,500000.0
Casa,José de Alencar,4,4,0,5,1250.0,1490000.0
Casa,Montese,200,4,3,3,0.0,400000.0
Casa,São Bento,200,3,3,3,1026.0,450000.0
Casa,Dunas,250,4,4,2,1200.0,850000.0
Casa,Cidade dos Funcionários,156,3,4,2,0.0,730000.0
Casa,de Lourdes,500,5,8,8,0.0,2400000.0
Casa,Edson Queiroz,175,3,4,6,250.0,650000.0
Casa,Conjunto Ceará,306,4,3,3,0.0,490000.0
Casa,Rodolfo Teófilo,90,3,0,2,0.0,270000.0
Casa,Passaré,150,3,2,2,0.0,280000.0
Casa,Mondubim,135,5,2,2,0.0,535000.0
Casa,Pici,72,2,0,3,0.0,190000.0
Casa,Rodolfo Teófilo,206,3,2,3,0.0,595000.0
Casa,Mondubim,114,3,3,2,0.0,410000.0
Casa,José Bonifácio,60,2,0,2,0.0,230000.0
Casa,Mondubim,150,2,2,2,0.0,250000.0
Casa,Montese,1,22,21,7,0.0,2800000.0
Casa,Mondubim,145,3,2,3,311.0,400000.0
Casa,Paupina,745,8,3,16,0.0,3200000.0
Casa,Vila União,193,3,2,5,0.0,669000.0
Casa,Parque Manibura,112,3,3,3,0.0,540000.0
Casa,Passaré,60,3,2,1,330.0,240000.0
Casa,Aldeota,319,7,7,6,0.0,1600000.0
Casa,Vila Velha,240,5,5,3,1663.0,650000.0
Casa,Passaré,94,3,3,2,0.0,550000.0
Casa,de Lourdes,440,3,4,4,0.0,2450000.0
Casa,Parque Manibura,305,6,3,4,0.0,650000.0
Casa,Henrique Jorge,144,4,0,3,0.0,300000.0
Casa,Itaperi,89,3,2,3,0.0,320000.0
Casa,Cidade dos Funcionários,152,4,4,2,0.0,780000.0
Casa,Parquelândia,605,10,0,3,0.0,950000.0
Casa,Cristo Redentor,230,4,4,1,0.0,315000.0
Casa,José de Alencar,288,3,3,3,0.0,600000.0
Casa,Messejana,143,5,4,4,0.0,299999.0
Casa,Edson Queiroz,123,4,4,2,0.0,639000.0
Casa,Maraponga,186,3,5,1,0.0,630000.0
Casa,Lagoa Redonda,223,3,4,30,0.0,850000.0
Casa,Sapiranga,280,3,3,2,854.0,465000.0
Casa,Parque Dois Irmãos,280,4,3,2,0.0,630000.0
Casa,Aldeota,350,3,1,1,0.0,950000.0
Casa,Antônio Bezerra,175,2,0,1,0.0,150000.0
Casa,Parquelândia,255,5,5,3,0.0,570000.0
Casa,Rodolfo Teófilo,235,3,2,2,0.0,510000.0
Casa,Edson Queiroz,500,4,6,12,421.0,1250000.0
Casa,Aldeota,585,5,3,2,0.0,3100000.0
Casa,Parque Dois Irmãos,90,4,2,1,0.0,270000.0
Casa,Conjunto Esperança,102,6,4,2,0.0,360000.0
Casa,Antônio Bezerra,150,5,1,1,0.0,500000.0
Casa,Manuel Sátiro,95,3,2,2,0.0,379000.0
Casa,Barroso,495,3,3,2,346.0,275000.0
Casa,Montese,180,3,0,2,0.0,245000.0
Casa,Parquelândia,150,4,2,5,0.0,590000.0
Casa,Passaré,140,3,3,2,50.0,440000.0
Casa,Sapiranga,158,4,4,2,0.0,649000.0
Casa,São João do Tauape,200,4,4,4,0.0,850000.0
Casa,Siqueira,150,2,1,1,0.0,120000.0
Casa,Mondubim,150,4,4,2,77.0,560000.0
Casa,Fátima,385,4,4,6,0.0,890000.0
Casa,Parreão,240,3,4,4,0.0,400000.0
Casa,Benfica,150,2,2,2,0.0,450000.0
Casa,Dionisio Torres,192,4,5,4,437.0,1200000.0
Casa,Guajerú,200,3,2,4,0.0,490000.0
Casa,Jardim Cearense,90,3,0,2,0.0,220000.0
Casa,Siqueira,92,2,1,2,0.0,150000.0
Casa,Edson Queiroz,127,4,5,2,0.0,639900.0
Casa,Dunas,0,0,0,0,0.0,485000.0
Casa,José de Alencar,304,5,3,5,2240.0,750000.0
Casa,Edson Queiroz,171,3,4,2,0.0,498000.0
Casa,Varjota,250,5,3,3,0.0,530000.0
Casa,José de Alencar,620,5,4,10,0.0,1300000.0
Casa,Sapiranga,230,4,5,5,0.0,899000.0
Casa,Aldeota,300,4,3,3,0.0,750000.0
Casa,Vila União,336,5,7,4,0.0,1320000.0
Casa,Jangurussu,53,3,2,2,0.0,344600.0
Casa,Lagoa Sapiranga (Coité),507,4,5,4,0.0,1500000.0
Casa,Parque Manibura,245,4,6,8,669.0,1190000.0
Casa,Meireles,80,3,3,2,1200.0,565000.0
Casa,de Lourdes,657,5,6,6,0.0,3200000.0
Casa,Cidade dos Funcionários,250,4,3,3,0.0,940000.0
Casa,Benfica,200,3,4,2,0.0,550000.0
Casa,Maraponga,90,3,4,3,0.0,400000.0
Casa,Passaré,120,5,5,1,50.0,330000.0
Casa,Dunas,372,6,7,8,0.0,2500000.0
Casa,Parquelândia,528,3,2,6,0.0,1200000.0
Casa,Centro,151,4,0,2,0.0,1000000.0
Casa,Castelão,152,5,4,4,0.0,450000.0
Casa,Prefeito José Walter,70,2,1,2,0.0,260000.0
Casa,Jardim das Oliveiras,152,4,4,2,0.0,680000.0
Casa,Jangurussu,211,3,3,3,0.0,435000.0
Casa,Jardim Cearense,91,3,3,3,0.0,410000.0
Casa,Maraponga,86,3,4,2,0.0,543000.0
Casa,Amadeu Furtado,215,4,4,5,0.0,1500000.0
Casa,Maraponga,128,4,5,2,0.0,580000.0
Casa,Guararapes,700,4,6,14,1501.0,2650000.0
Casa,Montese,270,4,3,5,0.0,800000.0
Casa,Parquelândia,147,4,4,3,0.0,670000.0
Casa,Cambeba,215,4,4,3,1226.0,530000.0
Casa,Sapiranga,188,4,4,4,100.0,620000.0
Casa,Maraponga,300,5,3,2,100.0,600000.0
Casa,Antônio Bezerra,245,4,3,2,0.0,579000.0
Casa,Aracapé,120,4,3,1,0.0,280000.0
Casa,São Bento,90,2,2,3,0.0,370000.0
Casa,Maraponga,233,4,5,4,600.0,1900000.0
Casa,Fátima,286,3,3,4,0.0,900000.0
Casa,Siqueira,90,3,2,3,0.0,210000.0
Casa,São Bento,175,4,4,3,0.0,660000.0
Casa,Itaperi,120,3,2,2,0.0,825000.0
Casa,Novo Mondubim,176,5,3,2,0.0,320000.0
Casa,Manoel Dias Branco,230,3,4,4,1300.0,870000.0
Casa,Centro,250,6,2,2,750.0,390000.0
Casa,Messejana,135,3,3,2,50.0,440000.0
Casa,Padre Andrade,200,4,0,1,0.0,450000.0
Casa,Pici,184,3,2,6,0.0,500000.0
Casa,Cocó,500,4,5,4,286.0,2000000.0
Casa,Padre Andrade,250,4,3,4,0.0,490000.0
Casa,Centro,240,4,0,2,0.0,395000.0
Casa,Presidente Kennedy,145,4,4,6,0.0,680000.0
Casa,Cidade 2000,72,2,1,3,0.0,399000.0
Casa,Edson Queiroz,140,3,3,3,972.0,590000.0
Casa,Maraponga,400,4,6,6,0.0,1200000.0
Casa,Vila Peri,192,2,2,3,0.0,350000.0
Casa,Cidade dos Funcionários,152,4,4,2,0.0,820000.0
Casa,José Bonifácio,544,5,6,4,0.0,920000.0
Casa,Cambeba,128,3,0,3,0.0,600000.0
Casa,Mondubim,140,3,3,5,520.0,499900.0
Casa,Maraponga,112,3,3,3,50.0,630000.0
Casa,Prefeito José Walter,200,2,2,1,0.0,190000.0
Casa,Serrinha,330,3,1,6,0.0,530000.0
Casa,Engenheiro Luciano Cavalcante,285,3,6,4,122.0,850000.0
Casa,Cidade dos Funcionários,250,4,5,4,0.0,1100000.0
Casa,São João do Tauape,310,6,5,10,0.0,1100000.0
Casa,Vila União,328,6,6,7,0.0,1100000.0
Casa,Lagoa Sapiranga (Coité),100,3,3,3,580.0,449000.0
Casa,Passaré,95,3,2,2,0.0,550000.0
Casa,Parque Manibura,285,4,4,4,0.0,680000.0
Casa,Mondubim,223,4,2,2,0.0,350000.0
Casa,Presidente Kennedy,250,4,3,4,1100.0,1550000.0
Casa,Parreão,400,5,4,3,228.0,870000.0
Casa,Cidade dos Funcionários,108,2,1,2,369.0,429990.0
Casa,Maraponga,253,4,3,2,1077.0,400000.0
Casa,de Lourdes,450,3,7,4,0.0,2590000.0
Casa,São Gerardo,238,5,5,4,0.0,700000.0
Casa,Aracapé,85,3,3,2,0.0,280000.0
Casa,Cidade dos Funcionários,90,3,3,3,0.0,490000.0
Casa,Prefeito José Walter,102,3,3,2,0.0,299000.0
Casa,Montese,250,4,0,5,0.0,1100000.0
Casa,Cocó,300,3,4,2,231.0,1600000.0
Casa,Barra do Ceará,150,3,3,2,0.0,550000.0
Casa,Joaquim Távora,605,5,4,6,0.0,2250000.0
Casa,Montese,396,4,4,6,0.0,800000.0
Casa,São João do Tauape,275,3,4,2,521.0,490000.0
Casa,Parquelândia,544,7,4,5,0.0,1199000.0
Casa,Lagoa Redonda,95,2,2,3,0.0,350000.0
Casa,Parquelândia,140,2,3,2,0.0,465000.0
Casa,Sapiranga,205,4,0,1,0.0,450000.0
Casa,Álvaro Weyne,110,3,3,2,0.0,400000.0
Casa,Passaré,135,3,3,2,50.0,395000.0
Casa,Álvaro Weyne,165,4,1,2,0.0,350000.0
Casa,Sapiranga,120,3,3,2,0.0,470000.0
Casa,Prefeito José Walter,100,4,3,2,0.0,280000.0
Casa,Serrinha,129,4,3,2,10.0,680000.0
Casa,Sabiaguaba,165,4,5,3,1050.0,799000.0
Casa,Centro,2,48,0,0,347.0,12000000.0
Casa,Passaré,189,3,2,2,0.0,265000.0
Casa,Centro,323,6,7,6,2800.0,1750000.0
Casa,Centro,118,2,2,1,0.0,200000.0
Casa,José de Alencar,165,6,7,9,0.0,989000.0
Casa,Maraponga,160,4,3,5,0.0,600000.0
Casa,Cidade dos Funcionários,280,4,4,5,0.0,549000.0
Casa,Carlito Pamplona,136,9,8,1,0.0,920000.0
Casa,Sapiranga,375,4,5,8,3033.0,1099000.0
Casa,Rodolfo Teófilo,208,5,6,2,0.0,350000.0
Casa,Sapiranga,308,3,4,9,50.0,1680000.0
Casa,Mondubim,108,3,2,2,0.0,340000.0
Casa,Guajerú,264,4,4,9,700.0,639000.0
Casa,Parque Manibura,520,4,8,8,2796.0,989999.0
Casa,Jóquei Clube,140,2,2,1,0.0,380000.0
Casa,Damas,600,6,4,2,0.0,1200000.0
Casa,Cidade 2000,122,2,1,1,0.0,360000.0
Casa,Lagoa Redonda,121,4,4,2,580.0,320000.0
Casa,Montese,622,3,3,2,0.0,560000.0
Casa,Fátima,180,1,3,3,0.0,630000.0
Casa,Edson Queiroz,222,4,4,4,95.0,660000.0
Casa,Sapiranga,187,4,5,5,0.0,850000.0
Casa,Lagoa Redonda,243,3,4,3,1150.0,972097.0
Casa,Tauape,234,3,3,5,0.0,1175000.0
Casa,São Gerardo,314,4,5,4,0.0,750000.0
Casa,Papicu,300,5,5,4,1173.0,600000.0
Casa,Aerolândia,45,6,5,4,0.0,320000.0
Casa,Cidade dos Funcionários,180,3,2,2,0.0,500000.0
Casa,Cidade dos Funcionários,225,3,5,3,1043.0,499999.0
Casa,Bonsucesso,194,2,1,2,0.0,450000.0
Casa,Engenheiro Luciano Cavalcante,239,5,6,6,0.0,1450000.0
Casa,Montese,180,3,4,2,50.0,600000.0
Casa,Edson Queiroz,410,5,5,6,2300.0,1300000.0
Casa,Vila União,279,4,5,5,0.0,720000.0
Casa,Mondubim,100,2,3,2,0.0,420000.0
Casa,Vila União,379,5,5,1,0.0,1500000.0
Casa,Joaquim Távora,400,4,2,4,0.0,1400000.0
Casa,São Bento,116,3,3,2,0.0,420000.0
Casa,Meireles,259,3,5,5,2000.0,1650000.0
Casa,São Bento,114,3,3,2,0.0,440000.0
Casa,Itaperi,135,4,5,2,0.0,550000.0
Casa,Edson Queiroz,250,3,4,4,0.0,530000.0
Casa,Eusébio,180,4,3,3,0.0,475000.0
Casa,Conjunto Ceará,427,7,5,2,0.0,490000.0
Casa,Parque Manibura,266,4,0,5,0.0,1000000.0
Casa,Passaré,150,4,3,2,50.0,440000.0
Casa,Fátima,452,4,3,7,0.0,2800000.0
Casa,José Bonifácio,301,4,3,2,0.0,500000.0
Casa,Edson Queiroz,140,3,3,3,0.0,599000.0
Casa,Parquelândia,232,3,4,2,0.0,650000.0
Casa,Paupina,126,4,3,2,0.0,480000.0
Casa,Aldeota,158,4,4,6,495.0,1150000.0
Casa,Jangurussu,330,3,4,6,0.0,990000.0
Casa,Benfica,253,4,3,1,0.0,570000.0
Casa,Parque Dois Irmãos,100,2,2,2,50.0,309000.0
Casa,Lagoa Redonda,160,3,4,4,0.0,444000.0
Casa,Mondubim,94,3,3,2,0.0,255000.0
Casa,Jardim das Oliveiras,156,4,5,2,50.0,820000.0
Casa,Parquelândia,110,9,6,4,0.0,650000.0
Casa,Parquelândia,164,4,0,1,0.0,450000.0
Casa,Jangurussu,78,3,2,2,0.0,230000.0
Casa,Edson Queiroz,270,4,7,3,0.0,1100000.0
Casa,Engenheiro Luciano Cavalcante,300,3,3,8,278.0,530000.0
Casa,Aracapé,3,3,0,2,0.0,320000.0
Casa,Mondubim,168,4,4,2,0.0,800000.0
Casa,Siqueira,100,4,3,3,200.0,180000.0
Casa,Rodolfo Teófilo,330,4,5,3,0.0,1100000.0
Casa,Itaperi,122,3,3,2,0.0,290000.0
Casa,Castelão,112,3,2,3,0.0,250000.0
Casa,Parque Araxá,140,5,1,2,0.0,350000.0
Casa,Amadeu Furtado,230,2,3,1,0.0,495000.0
Casa,Maraponga,100,2,2,2,0.0,290000.0
Casa,Tauape,70,1,0,2,0.0,230000.0
Casa,Prefeito José Walter,120,3,4,1,0.0,280000.0
Casa,Mondubim,274,4,5,4,0.0,600000.0
Casa,Parque Araxá,429,7,2,7,0.0,880000.0
Casa,Parangaba,2,5,2,3,0.0,1600000.0
Casa,José de Alencar,30,4,4,3,133.0,730000.0
Casa,Conjunto Ceará,500,8,6,5,0.0,550000.0
Casa,José de Alencar,150,4,4,3,1081.0,750000.0
Casa,Sabiaguaba,165,4,5,3,1050.0,790000.0
Casa,Engenheiro Luciano Cavalcante,211,5,6,4,0.0,795000.0
Casa,Lagoa Sapiranga (Coité),196,4,5,10,900.0,690000.0
Casa,Prefeito José Walter,60,2,2,1,260.0,250000.0
Casa,Granja Portugal,198,7,5,1,0.0,280000.0
Casa,Messejana,220,3,3,3,0.0,540000.0
Casa,Mondubim,250,5,4,2,0.0,400000.0
Casa,Parquelândia,165,4,3,1,0.0,649000.0
Casa,São João do Tauape,334,4,3,4,0.0,920000.0
Casa,Papicu,573,4,7,10,1007.0,1400000.0
Casa,Prefeito José Walter,70,2,1,2,0.0,160000.0
Casa,Álvaro Weyne,110,2,1,1,0.0,245000.0
Casa,Vicente Pinzon,424,4,5,6,0.0,680000.0
Casa,Papicu,122,3,5,2,0.0,510000.0
Casa,Dionisio Torres,300,4,5,4,0.0,2500000.0
Casa,Rodolfo Teófilo,744,3,3,3,0.0,899000.0
Casa,Maraponga,157,3,2,2,0.0,210000.0
Casa,Jardim das Oliveiras,144,4,5,2,0.0,655000.0
Casa,Parque Manibura,281,4,5,4,0.0,800000.0
Casa,Passaré,125,3,2,5,0.0,465000.0
Casa,Coaçu,213,3,1,2,0.0,405000.0
Casa,Prefeito José Walter,110,3,3,2,0.0,210000.0
Casa,Benfica,98,2,2,1,0.0,285000.0
Casa,Centro,163,3,0,1,529.0,350000.0
Casa,Siqueira,75,3,2,2,980.0,295000.0
Casa,Jardim das Oliveiras,152,4,4,2,0.0,650000.0
Casa,Fátima,260,5,3,1,0.0,600000.0
Casa,Cambeba,282,4,5,6,0.0,1200000.0
Casa,Serrinha,110,4,3,7,0.0,570000.0
Casa,Messejana,200,3,2,5,84.0,490000.0
Casa,Pici,48,1,1,1,0.0,65000.0
Casa,Siqueira,88,3,1,3,0.0,270000.0
Casa,Dendê,300,4,1,2,0.0,560000.0
Casa,Aldeota,594,5,0,2,0.0,1350000.0
Casa,Itaperi,139,0,0,0,0.0,550000.0
Casa,Maraponga,150,3,3,4,0.0,679900.0
Casa,Aldeota,502,3,5,4,0.0,1800000.0
Casa,Meireles,630,3,0,2,1188.0,1500000.0
Casa,Cambeba,180,4,3,3,900.0,690000.0
Casa,Amadeu Furtado,396,3,3,6,0.0,590000.0
Casa,Cocó,458,5,7,3,0.0,1150000.0
Casa,Vicente Pinzon,138,3,3,3,805.0,510000.0
Casa,Messejana,85,2,1,4,0.0,260000.0
Casa,Sapiranga,360,3,3,3,0.0,950000.0
Casa,Salinas,278,4,4,5,0.0,375000.0
Casa,Maraponga,256,4,5,3,0.0,630000.0
Casa,Passaré,172,4,4,2,0.0,360000.0
Casa,Engenheiro Luciano Cavalcante,120,3,4,3,0.0,600000.0
Casa,Vila União,400,4,5,7,0.0,720000.0
Casa,Vila Peri,363,3,0,2,0.0,300000.0
Casa,Conjunto Esperança,60,3,3,4,0.0,220000.0
Casa,Siqueira,319,1,5,8,0.0,700000.0
Casa,de Lourdes,400,4,6,4,2300.0,3350000.0
Casa,Papicu,217,6,7,4,426.0,1100000.0
Casa,Papicu,259,3,0,5,0.0,490000.0
Casa,Montese,340,4,2,3,0.0,585000.0
Casa,Jardim das Oliveiras,200,4,4,2,550.0,780000.0
Casa,Presidente Kennedy,416,4,1,6,0.0,1350000.0
Casa,José Bonifácio,230,4,4,2,0.0,790000.0
Casa,Engenheiro Luciano Cavalcante,400,5,6,8,0.0,1600000.0
Casa,Aldeota,69,3,5,1,137.0,950000.0
Casa,Amadeu Furtado,315,3,2,1,0.0,800000.0
Casa,Meireles,263,3,2,4,0.0,2990000.0
Casa,Mondubim,270,3,5,3,0.0,630000.0
Casa,São Bento,107,3,3,3,0.0,410000.0
Casa,Centro,530,8,4,4,0.0,910000.0
Casa,Jóquei Clube,206,3,3,2,0.0,590000.0
Casa,Messejana,100,3,3,2,0.0,299000.0
Casa,Maraponga,94,3,4,2,0.0,405000.0
Casa,Passaré,112,3,3,2,0.0,340000.0
Casa,Cajazeiras,150,4,4,4,0.0,750000.0
Casa,Aldeota,650,6,0,0,0.0,4500000.0
Casa,Cidade 2000,100,3,2,1,0.0,500000.0
Casa,Lagoa Redonda,83,3,1,2,0.0,270000.0
Casa,Quintino Cunha,301,4,5,2,0.0,495000.0
Casa,José de Alencar,190,5,5,5,2026.0,500000.0
Casa,Prefeito José Walter,200,3,3,3,0.0,300000.0
Casa,Farias Brito,134,2,0,1,0.0,350000.0
Casa,São Gerardo,350,4,5,4,1500.0,700000.0
Casa,Benfica,71,3,2,3,0.0,575000.0
Casa,Joaquim Távora,505,5,3,1,0.0,850000.0
Casa,Montese,339,4,4,3,84.0,590000.0
Casa,Tauape,168,3,3,1,92.0,350000.0
Casa,Democrito Rocha,80,2,0,1,0.0,240000.0
Casa,Cajazeiras,175,4,2,2,0.0,460000.0
Casa,Montese,170,5,3,3,0.0,380000.0
Casa,São João do Tauape,158,2,2,1,0.0,400000.0
Casa,Monte Castelo,175,2,3,2,2222.0,2100000.0
Casa,Parque Manibura,351,4,4,3,0.0,1250000.0
Casa,Dionisio Torres,270,3,2,4,0.0,2100000.0
Casa,José de Alencar,335,4,3,5,0.0,630000.0
Casa,Paupina,198,4,3,3,0.0,310000.0
Casa,Carlito Pamplona,203,4,3,2,0.0,320000.0
Casa,Sapiranga,174,3,4,5,0.0,600000.0
Casa,Maraponga,90,3,3,3,0.0,400000.0
Casa,Maraponga,150,4,4,10,824.0,695000.0
Casa,de Lourdes,420,3,5,4,0.0,1100000.0
Casa,Montese,454,5,4,2,0.0,430000.0
Casa,Sapiranga,201,3,5,3,112.0,990000.0
Casa,Maraponga,90,3,2,2,50.0,399000.0
Casa,Quintino Cunha,300,6,4,1,0.0,280000.0
Casa,Parquelândia,188,4,3,3,3226.0,799000.0
Casa,Coaçu,0,0,0,0,0.0,345000.0
Casa,Cajazeiras,122,3,3,3,0.0,475000.0
Casa,Conjunto Ceará II,242,6,3,1,0.0,450000.0
Casa,Maraponga,220,0,0,0,0.0,818000.0
Casa,Jangurussu,116,3,3,2,0.0,435000.0
